"","DGames","DWins","DLoss","DWLpct","DSRS","DSOS","DConfW","DConfL","DHomeW","DHomeL","DAwayW","DAwayL","DPnts","DOppPnts","DMP","DFG","DFGA","DFGpct","DThreeP","DThreePA","DThreePpct","DFT","DFTA","DFTpct","DORB","DTRB","DAST","DSTL","DBLK","DTOV","DPF","SeedDiff","ScoreDiff"
"593",0,8,-8,0.236,21.51,10.74,4,-4,7,-4,-1,-6,8,-260,-25,5,-84,0.023,34,-3,0.069,-36,-5,-0.0399999999999999,84,146,103,-150,-41,-109,-54,-15,23
"594",0,6,-6,0.177,19.64,9.77,3,-3,8,-3,-1,-3,397,61,-1,162,175,0.047,38,72,0.02,35,-20,0.071,-4,-2,155,-52,-13,-157,-57,-11,22
"595",5,13,-8,0.263,16.57,8.6,1,-1,0,1,5,-8,373,87,210,260,433,0.035,-31,-18,-0.038,-116,-89,-0.0730000000000001,96,246,128,36,108,-52,-67,-13,18
"596",-2,-4,2,-0.078,-0.76,6,1,3,-2,1,-1,3,-371,-96,-85,-125,-174,-0.024,-60,-121,-0.035,-61,-27,-0.052,-44,-246,-125,12,-38,-66,-23,-5,-15
"597",1,7,-6,0.183,15.44,5.89,0,0,6,0,0,-5,315,24,30,167,190,0.043,-13,-21,-0.00800000000000001,-6,37,-0.0449999999999999,77,136,135,92,86,-44,-140,-11,17
"598",0,7,-7,0.206,0.369999999999999,-7.22,5,-7,1,-5,4,-4,256,-2,15,101,195,0.00800000000000001,-10,-55,0.014,64,112,-0.026,37,150,98,80,74,10,8,-3,2
"599",1,3,-2,0.0640000000000001,12.54,7.86,-4,2,6,1,-3,-4,-291,-452,45,-98,-38,-0.037,-86,-232,0.002,-9,71,-0.0669999999999999,43,86,-83,-9,-9,-48,-28,-9,4
"600",-1,1,-2,0.0509999999999999,-0.860000000000001,-0.51,-1,1,3,-1,-3,-1,-94,-100,-25,-69,-184,0.00600000000000001,-31,-100,0.005,75,74,0.0319999999999999,-10,-139,21,-73,-152,-115,-49,-3,-7
"601",0,4,-4,0.117,-2,-3.74,4,-4,4,-1,2,-3,44,-9,0,13,-70,0.024,-47,-91,-0.028,65,117,-0.0209999999999999,-2,9,-16,-33,31,48,-54,-3,2
"602",-1,4,-5,0.139,-2.05,-5.11,2,-4,-3,2,5,-4,-50,-145,-40,-52,-74,-0.00900000000000001,-48,-42,-0.057,102,179,-0.04,26,-27,-59,80,-28,-20,38,-1,-11
"603",-3,-6,3,-0.108,3.87,4.07,-4,4,2,0,-5,2,4,36,-115,-74,-154,-0.001,-24,-27,-0.019,176,188,0.0559999999999999,26,33,-94,-45,7,58,-35,-7,-3
"604",2,3,-1,0.05,9.69,1.61,2,0,2,-2,-2,2,640,349,60,238,438,0.017,149,365,0.029,15,45,-0.0229999999999999,81,124,98,23,17,-18,177,-3,3
"605",-1,-1,0,-0.011,2.39,4.45,2,0,-3,0,1,-1,-27,48,-50,-27,-1,-0.014,-11,-19,-0.00699999999999995,38,44,0.01,85,50,46,-118,-25,-52,-26,-7,6
"606",-1,-5,4,-0.122,5.7,13.84,-6,4,4,0,-7,2,-480,-186,-40,-146,-237,-0.021,-49,-120,-0.004,-139,-248,0.082,-96,-170,-133,-217,-13,-222,-207,-9,14
"607",-5,2,-7,0.155,-3.01,-4.1,6,-8,0,-3,3,-3,-476,-479,-185,-189,-394,-0.004,-18,-21,-0.02,-80,-171,0.051,-129,-199,-150,-91,-36,-69,-71,-5,-11
"608",3,3,0,0.018,9.2,9.9,-3,3,0,3,0,-4,150,154,110,86,185,-0.001,-25,-52,-0.00700000000000001,3,-24,0.027,107,202,70,50,113,152,107,-11,8
"609",3,6,-3,0.115,-1.07,-1.84,3,-3,-1,1,3,-2,52,6,130,88,267,-0.013,63,162,0.013,-187,-177,-0.089,36,107,60,67,45,-23,-89,-5,6
"610",2,8,-6,0.193,-0.84,-3.77,5,-3,2,-1,6,-3,637,521,80,197,213,0.052,151,207,0.135,92,114,0.015,-22,97,214,-70,-55,-2,-15,-1,1
"611",-1,0,-1,0.023,12.78,13.54,2,0,1,2,-4,-5,-20,46,-40,-28,-115,0.012,20,13,0.021,16,96,-0.0670000000000001,20,48,-33,-59,30,24,-3,-13,-5
"612",5,4,1,0.015,5.74,3.1,1,-1,1,-1,-3,3,808,669,210,255,530,0.00600000000000001,202,470,0.05,96,142,-0.00900000000000001,163,236,157,26,36,43,69,-3,26
"613",3,5,-2,0.089,6.28,4.78,2,-2,4,0,-1,-3,189,120,125,107,236,0,42,107,0.00900000000000001,-67,-41,-0.054,46,131,-17,79,80,111,61,-11,23
"614",-2,-3,1,-0.044,5,8.91,-4,4,2,0,-4,-1,-553,-404,-70,-164,-283,-0.016,-123,-281,-0.031,-102,-106,-0.036,-34,-43,-155,-55,78,-13,-53,-11,15
"615",0,7,-7,0.212,1.73,-4.28,4,-6,4,-4,2,-2,90,-108,-30,-15,-174,0.035,41,-16,0.081,79,64,0.0449999999999999,-134,-40,-22,13,20,11,-41,-3,23
"616",0,1,-1,0.028,9.9,7.72,1,3,4,-2,-2,1,-30,-67,-5,-21,-117,0.018,64,26,0.104,-52,-200,0.095,-135,-222,-11,-11,-39,-70,2,-9,13
"617",0,3,-3,0.0880000000000001,1.05,-0.75,4,-4,3,-2,1,0,154,93,-15,-11,-12,-0.003,108,229,0.041,68,74,0.0259999999999999,-44,22,27,-3,-137,1,55,-1,13
"618",3,10,-7,0.21,19.32,9.94,5,-5,3,-4,2,-6,270,-25,120,120,161,0.022,57,90,0.047,-29,6,-0.038,15,244,124,13,57,56,-6,-13,15
"619",-1,-3,2,-0.0679999999999999,6.68,3.92,-1,3,-4,4,-1,-2,-83,-98,-60,-7,-126,0.024,-32,-55,-0.023,-37,20,-0.0649999999999999,0,-4,94,-5,58,97,11,-1,6
"620",5,22,-17,0.493,27.39,7.42,9,-9,10,-7,5,-7,823,40,190,327,296,0.094,30,-43,0.072,139,153,0.0359999999999999,23,272,146,47,198,-89,-98,-15,15
"621",7,5,2,-0.00800000000000001,8.93,10.7,-6,6,3,2,-2,0,156,202,290,84,312,-0.024,-22,-27,-0.018,10,95,-0.0750000000000001,103,256,77,169,77,174,33,-9,7
"622",0,1,-1,0.028,5.67,5.95,2,0,2,-2,-2,2,-89,-50,0,-58,-66,-0.013,-32,-83,-0.00600000000000001,59,60,0.021,33,-74,-19,8,-32,-12,-17,-11,20
"623",1,0,1,-0.022,1.71,1.2,1,-1,3,1,1,-1,278,248,50,119,86,0.042,-53,-152,0.003,93,132,-0.003,-14,99,46,42,97,62,96,-1,-7
"624",-3,-5,2,-0.0780000000000001,6.02,8.81,2,0,-1,0,-3,0,-342,-221,-115,-93,-330,0.027,-2,-21,0.00600000000000001,-154,-246,0.032,-160,-169,-57,-179,-31,-111,-193,-9,-5
"625",3,4,-1,0.049,22.66,14.92,-3,3,2,1,0,-4,-118,-446,120,40,72,0.003,-25,-51,-0.011,-173,-206,-0.03,24,135,66,59,44,-72,119,-15,22
"626",-1,4,-5,0.135,23.45,11.07,1,1,6,-3,-3,-1,332,-95,-50,111,-32,0.064,95,102,0.086,15,-99,0.11,-102,-161,135,45,-72,-181,-203,-13,-2
"627",1,11,-10,0.314,2.16,-7.83,7,-5,-1,0,10,-9,169,-176,35,47,111,-0.00299999999999995,50,131,-0.004,25,76,-0.044,94,80,29,104,79,50,-14,-5,17
"628",1,3,-2,0.0650000000000001,6.08,2.47,-5,3,2,2,-1,-4,35,-99,35,-4,18,-0.00600000000000001,43,81,0.02,0,-42,0.0369999999999999,4,75,97,-2,25,27,82,-7,7
"629",2,8,-6,0.175,20.36,12.26,1,-1,7,-3,-2,-4,676,356,70,286,559,0.016,3,19,-0.00600000000000001,101,208,-0.0569999999999999,169,426,184,38,133,2,-76,-15,19
"630",-2,-1,-1,0.00800000000000001,1.59,0.25,3,-1,3,-2,0,-1,-286,-325,-75,-118,-186,-0.019,45,164,-0.019,-95,-146,0.00900000000000001,-33,-133,26,-39,-21,-106,-195,-3,-4
"631",6,7,-1,0.0680000000000001,23.58,11.79,0,0,7,0,-4,-2,691,213,240,302,444,0.051,35,112,-0.005,52,84,-0.01,17,301,175,26,-22,6,2,-13,19
"632",-2,5,-7,0.189,-2.62,-7.27,4,-6,3,-3,3,-2,-47,-242,-75,-32,-208,0.033,-39,-40,-0.033,56,8,0.073,-13,113,50,1,-8,77,-93,-3,-3
"633",-3,2,-5,0.116,-3.06,-3.01,1,-3,4,-4,2,0,-281,-335,-105,-114,-231,-0.005,-1,21,-0.014,-52,-71,-0.003,-96,-128,-160,-60,-71,-44,-80,-5,-14
"634",3,10,-7,0.213,18.06,10.74,1,-1,4,-2,1,-4,-3,-169,120,86,249,-0.015,10,39,-0.00600000000000001,-187,-184,-0.0660000000000001,82,88,-2,55,167,-67,-38,-15,7
"635",-4,2,-6,0.139,1.24,-2.35,1,-3,-4,-1,5,-4,267,188,-145,89,71,0.032,59,40,0.081,30,30,0.014,-41,-96,70,30,-3,-84,15,-7,-14
"636",-1,2,-3,0.076,5.64,-1.36,-2,-2,3,-2,1,0,242,38,-20,107,188,0.011,92,227,0.016,-64,-76,-0.0149999999999999,57,35,194,89,52,-2,-10,-5,-4
"637",5,-1,6,-0.145,7.87,9.6,-2,4,2,4,-6,2,582,615,210,190,431,-0.005,122,274,0.031,80,157,-0.048,99,202,57,30,7,86,107,-7,9
"638",-3,-2,-1,0.0119999999999999,8.63,3.17,1,-1,1,0,0,-2,97,-94,-110,75,-148,0.072,-37,-180,0.037,-16,-84,0.0629999999999999,-80,42,52,-170,-1,-8,-93,-7,-3
"639",4,1,3,-0.0590000000000001,14.49,11.63,-3,5,-2,2,-2,0,65,-70,165,16,186,-0.037,90,251,-0.004,-57,-97,0.022,63,163,-8,-48,11,-81,-73,-9,24
"640",2,1,1,-0.017,6.93,8.43,-2,4,1,2,-2,0,37,97,80,-26,89,-0.036,-10,-4,-0.012,99,118,0.017,87,206,-40,-88,46,18,-20,-5,17
"641",2,-1,3,-0.074,4.04,8.04,-1,3,0,1,-5,0,218,333,85,51,124,-0.003,82,250,-0.011,34,92,-0.046,111,71,10,88,-45,153,146,-5,12
"642",1,3,-2,0.0669999999999999,-1.76,-0.11,0,-2,-1,1,4,-2,-35,-39,35,-43,-54,-0.01,-35,-103,-0.001,86,149,-0.029,39,31,-27,-67,-45,-53,33,-1,12
"643",2,6,-4,0.131,1.98,-1.77,4,-4,2,-3,3,0,418,268,65,151,-81,0.098,77,13,0.098,39,-52,0.112,-188,-47,194,-66,-116,11,-17,-3,4
"644",1,6,-5,0.147,22.3,14.07,5,-3,5,-4,-6,-1,527,227,35,199,285,0.037,57,101,0.029,72,96,0.002,-8,97,121,40,64,-85,81,-13,12
"645",5,6,-1,0.0650000000000001,23.45,10.6,-1,1,2,-1,-1,-2,83,-273,200,41,3,0.02,111,191,0.065,-110,-152,-0.00900000000000001,-54,46,51,-42,-31,-47,-101,-11,32
"646",-5,-1,-4,0.0780000000000001,13.08,9.66,1,-1,1,0,0,-6,-626,-663,-195,-239,-485,-0.00900000000000001,-58,-186,0.011,-90,-137,0.004,-115,-267,-49,-91,-16,-138,-93,-13,-10
"647",2,9,-7,0.217,23.08,14.49,1,-3,3,1,2,-7,473,205,80,200,177,0.064,0,-10,0.00600000000000001,73,88,0.016,121,160,154,33,-38,34,-11,-15,6
"648",3,2,1,0.003,1.28,2.13,-2,2,0,1,1,-1,235,234,105,83,296,-0.021,102,356,-0.023,-33,-86,0.0399999999999999,49,-30,37,15,37,-28,123,-3,8
"649",0,8,-8,0.223,26.63,10.66,3,-3,7,-2,3,-7,485,-90,1,133,30,0.061,46,9,0.067,173,190,0.044,74,206,91,-16,-36,68,-22,-15,21
"650",1,11,-10,0.282,21.44,8.68,4,-6,5,-3,3,-6,373,-72,60,148,90,0.054,-10,-115,0.045,87,54,0.0629999999999999,-42,150,175,37,132,-20,-71,-15,7
"651",1,3,-2,0.0650000000000001,3.39,2.07,3,-1,2,-1,-1,-3,-36,-142,30,1,71,-0.015,-24,-37,-0.015,-14,26,-0.0519999999999999,138,187,76,-16,10,13,111,-9,-2
"652",3,15,-12,0.334,31.75,15.43,6,-4,6,-2,3,-9,679,60,140,272,373,0.053,15,-16,0.029,120,111,0.0509999999999999,144,219,179,169,3,-69,11,-15,31
"653",1,0,1,-0.022,6.77,12.03,-3,3,4,-1,-4,2,-108,81,55,5,31,-0.005,-109,-197,-0.073,-9,51,-0.0650000000000001,112,68,10,42,22,100,-11,-11,1
"654",1,3,-2,0.0609999999999999,-2.25,-0.61,2,-2,1,0,0,-1,71,134,45,66,132,0.002,-53,-136,-0.003,-8,58,-0.0649999999999999,16,44,103,107,133,107,39,-5,2
"655",1,7,-6,0.177,15.03,6.83,2,-2,1,-1,6,-6,165,-57,40,71,129,0.00700000000000001,29,111,-0.019,-6,-4,-0.00499999999999989,24,142,-102,29,113,-13,-96,-13,29
"656",4,6,-2,0.0810000000000001,18.92,13.32,-1,3,4,1,-2,-4,364,167,155,183,322,0.014,26,75,-0.004,-28,15,-0.0610000000000001,85,121,59,64,30,3,4,-9,15
"657",2,1,1,-0.015,11.49,11.68,0,2,2,-1,-4,0,28,10,75,59,222,-0.025,-76,-157,-0.034,-14,-3,-0.017,118,233,7,57,26,3,-7,-11,11
"658",1,0,1,-0.0199999999999999,4.8,1.97,0,2,2,-2,-5,3,252,149,45,134,1,0.068,-59,-269,0.063,43,106,-0.0419999999999999,15,129,14,-40,21,67,-14,-1,-4
"659",5,9,-4,0.162,9.33,6.47,2,0,2,0,2,-4,306,198,195,91,390,-0.052,30,149,-0.047,94,132,-0.002,116,327,113,2,8,3,85,-11,-6
"660",2,5,-3,0.106,3.78,-0.52,2,-2,2,-2,1,-1,455,278,60,291,561,0.025,68,106,0.045,-197,-234,-0.0439999999999999,95,138,203,40,3,-100,-112,-1,7
"661",0,2,-2,0.0569999999999999,-0.76,1.09,0,0,1,1,0,-2,-329,-264,20,-70,-182,0.00600000000000001,-118,-307,-0.004,-71,-78,-0.022,-35,-92,27,-48,35,-67,-98,-3,-18
"662",3,9,-6,0.196,16.15,9.34,2,-2,5,1,0,-4,-134,-398,90,-28,-49,-0.003,-56,-133,-0.011,-22,40,-0.0730000000000001,-17,125,-30,26,61,-44,8,-13,25
"663",-4,-4,0,-0.03,1.75,0.960000000000001,1,-1,-2,0,-1,0,-279,-273,-160,-130,-256,-0.00800000000000001,-9,3,-0.017,-10,-58,0.041,-97,-175,-86,-66,9,-144,-53,-7,-13
"664",-6,-6,0,-0.042,4.14,-0.46,0,0,2,1,-1,-2,-438,-538,-225,-117,-391,0.032,-96,-298,0.00999999999999995,-108,-125,-0.0309999999999999,-87,-288,7,-71,-42,-128,-125,-1,-18
"665",0,4,-4,0.114,9.22,3.58,-1,-1,2,1,0,-5,33,-139,0,-24,-16,-0.00900000000000001,73,179,0.027,8,-47,0.0479999999999999,-123,-203,52,69,-84,-123,78,-9,20
"666",2,3,-1,0.051,1.61,-0.899999999999999,-3,0,2,-1,-1,-1,96,-45,75,36,69,0.003,43,125,0.004,-19,43,-0.074,-1,78,31,29,66,34,-60,-3,15
"667",8,5,3,-0.031,21.41,12.78,-8,6,2,1,-5,1,578,251,305,247,658,-0.026,14,107,-0.037,70,192,-0.092,312,475,157,173,148,104,94,-9,47
"668",1,4,-3,0.096,-3.95,-2.49,5,-5,0,1,3,-5,267,312,55,146,293,0.00800000000000001,-13,-32,-0.004,-12,-58,0.0389999999999999,-114,-21,56,30,-60,-76,-79,-5,-20
"669",2,4,-2,0.078,2.27,-2.06,-2,0,6,-3,0,1,280,83,80,39,127,-0.00800000000000001,93,246,0.027,107,162,-0.012,57,147,94,61,49,70,44,-7,-3
"670",3,1,2,-0.038,8.78,4.29,-2,2,0,1,1,-1,401,252,110,158,369,-0.005,52,111,0.019,33,-9,0.0579999999999999,54,10,36,191,-80,-51,131,-7,46
"671",-1,-4,3,-0.093,4.34,5.59,0,0,-1,2,-1,0,-505,-451,-35,-154,-270,-0.018,21,50,0.00600000000000001,-218,-284,-0.044,-65,-49,15,-97,-32,-61,-115,-7,-11
"672",7,14,-7,0.255,24.28,13.27,1,-3,5,-2,3,-6,515,164,280,264,582,-0.00600000000000001,-18,-5,-0.028,5,103,-0.082,200,384,167,92,50,5,72,-15,29
"673",6,7,-1,0.0900000000000001,5.67,1.61,-2,2,-2,3,2,-3,706,492,260,240,424,0.028,92,161,0.053,134,236,-0.0369999999999999,247,397,259,-25,103,91,-12,-5,14
"674",2,0,2,-0.0499999999999999,4.47,5.75,2,2,7,0,-4,0,-18,34,60,19,202,-0.04,12,107,-0.05,-68,-78,-0.016,122,132,-24,25,33,12,30,-7,-4
"675",-1,-3,2,-0.0649999999999999,-6.66,1.26,-1,1,3,-3,-2,4,-129,158,-51,-81,-73,-0.025,-2,47,-0.033,35,42,0.00600000000000001,-31,14,-166,-47,8,93,-44,-1,-29
"676",6,8,-2,0.0940000000000001,8.18,3.55,1,1,3,-1,-2,0,440,231,245,131,374,-0.021,37,81,0.00800000000000001,141,49,0.132,68,171,12,130,76,48,175,-3,8
"677",0,4,-4,0.114,15.12,7.45,3,-3,3,-2,1,-5,-79,-257,-30,-31,-200,0.032,110,189,0.047,-127,-259,0.072,-171,-137,142,-111,-95,-117,-116,-11,10
"678",-1,-1,0,-0.00700000000000001,14.18,11.9,-1,1,0,-1,-5,-2,-91,-51,-87,-53,-41,-0.016,26,45,0.011,-11,-8,-0.00700000000000001,3,-131,-77,33,-42,-92,16,-11,-7
"679",5,17,-12,0.364,24,13.76,9,-7,7,-3,3,-9,488,79,185,180,323,0.019,92,258,-0.001,36,143,-0.082,94,210,133,90,17,-10,31,-15,12
"680",2,8,-6,0.188,-3.46,-2.98,7,-7,2,-3,5,-3,33,7,30,74,22,0.032,16,-13,0.033,-131,-171,-0.01,11,88,62,-25,-18,63,-21,-1,8
"681",2,0,2,-0.0459999999999999,14.55,17.91,-5,6,1,1,-7,1,476,655,85,215,407,0.012,117,295,0.02,-71,-58,-0.035,-28,190,163,-48,-31,-9,-37,-11,18
"682",1,1,0,0.00800000000000001,19.65,15.74,3,-1,2,-1,-3,0,87,43,45,74,127,0.00600000000000001,-126,-251,-0.05,65,137,-0.041,173,452,25,-95,129,104,25,-13,11
"683",7,9,-2,0.119,5.93,1.43,2,-2,1,0,3,-2,712,506,280,206,373,0.02,5,13,0.001,295,405,0.026,156,427,-57,-16,138,65,18,-1,7
"684",4,6,-2,0.08,18.65,5.7,0,-2,7,-1,-3,-2,458,-49,130,223,395,0.02,80,219,-0.001,-68,-99,-0.002,88,162,135,97,-27,-77,-76,-9,7
"685",-4,0,-4,0.078,-6.73,-1.84,-1,-1,-3,-1,3,-3,-170,67,-165,-27,-86,0.00600000000000001,-28,-119,0.021,-88,-83,-0.0359999999999999,-97,-157,27,34,6,58,32,-5,-19
"686",1,0,1,-0.021,2.42,2.72,1,1,1,1,-1,0,199,186,46,119,197,0.014,-5,38,-0.034,-34,-44,-0.00700000000000001,33,39,130,59,24,21,17,-1,5
"687",4,8,-4,0.151,22.84,15.6,4,-2,4,-2,-1,-4,531,354,165,137,178,0.029,123,250,0.042,134,99,0.099,-36,70,102,-14,34,-15,-51,-13,17
"688",3,4,-1,0.049,16.62,10.48,-2,4,2,2,-4,-4,88,-157,130,88,51,0.03,55,56,0.045,-143,-197,-0.004,10,136,260,51,51,96,61,-9,15
"689",-2,4,-6,0.155,-0.699999999999999,-4.16,5,-5,1,-2,2,-3,-100,-209,-65,-49,-99,-0.001,-11,22,-0.032,9,-14,0.022,13,39,107,-29,18,-48,-78,-3,-5
"690",-1,1,-2,0.0489999999999999,3.87,0.57,3,-3,2,0,1,-1,38,-71,-80,104,73,0.035,-72,-194,-0.011,-98,51,-0.156,51,72,47,55,-12,0,87,-5,2
"691",-2,-1,-1,0.011,7.29,2.78,0,2,4,-1,-2,1,-239,-386,-80,-92,-143,-0.013,-43,-27,-0.053,-12,-26,0.0079999999999999,-68,-102,-64,48,61,-48,-159,-5,-1
"692",0,-3,3,-0.0910000000000001,8.6,8.99,0,4,2,2,-5,-1,212,344,10,21,275,-0.058,109,269,0.015,61,83,-0.002,91,161,101,18,-37,51,37,-7,-5
"693",-1,1,-2,0.0489999999999999,4.12,2.33,-3,3,1,2,0,-2,-148,-185,-40,-84,-209,0.00599999999999995,82,167,0.034,-62,-190,0.0800000000000001,-107,-273,-52,12,10,-6,35,-3,19
"694",-2,5,-7,0.183,2.61,-3.2,4,-6,1,-3,5,-5,-187,-399,-85,-121,-191,-0.017,30,76,0.011,25,-7,0.0399999999999999,-77,-8,16,80,-11,56,-73,-7,3
"695",0,5,-5,0.139,8.79,7.44,4,-2,1,0,1,-5,-241,-363,-5,-63,91,-0.053,-8,-4,-0.013,-107,-125,-0.023,42,18,-118,105,-41,-102,-14,-9,4
"696",1,5,-4,0.127,14.32,8.7,0,0,3,0,2,-5,-62,-223,30,40,189,-0.026,-28,-88,0.002,-114,-141,-0.016,123,57,26,77,60,-158,-56,-11,24
"697",2,3,-1,0.05,-0.65,1.74,1,-1,0,1,0,-1,112,184,60,69,243,-0.019,-90,-143,-0.063,64,122,-0.0229999999999999,247,277,-19,32,24,49,34,-3,2
"698",3,7,-4,0.139,12.17,6.45,-1,3,5,-1,-1,-2,532,305,120,238,297,0.049,32,0,0.053,24,-55,0.073,0,77,209,109,-16,-15,-73,-9,17
"699",0,-6,6,-0.171,9.73,11.54,-6,4,0,0,-8,3,-37,63,10,0,204,-0.043,12,26,0.004,-49,-28,-0.0369999999999999,28,131,-115,134,46,30,-44,-7,-2
"700",-1,8,-9,0.253,20.5,7.94,9,-7,8,-5,0,-4,186,-208,-30,62,19,0.028,59,101,0.031,3,25,-0.018,36,81,47,36,56,-63,42,-13,20
"701",3,9,-6,0.193,23.59,14.17,5,-3,1,-3,1,-3,-9,-266,111,-6,-85,0.017,-6,-69,0.031,9,34,-0.0179999999999999,-55,-24,122,-23,54,-111,-74,-15,11
"702",2,21,-19,0.56,17.99,0.05,12,-10,11,-6,9,-12,565,-22,85,142,92,0.053,32,59,0.018,249,313,0.037,42,285,97,49,91,71,-10,-15,27
"703",5,10,-5,0.183,19,13.44,-1,1,3,0,-1,-6,712,481,200,179,492,-0.031,90,244,-0.003,264,326,0.039,105,280,-24,-15,17,-157,7,-13,40
"704",3,12,-9,0.266,30.31,13.5,0,0,8,-1,-2,-8,521,-118,95,191,228,0.043,8,-38,0.038,131,113,0.0579999999999999,17,206,153,61,22,-35,72,-13,21
"705",1,-1,2,-0.05,11.51,9.77,-3,3,4,1,-3,0,456,436,50,160,394,-0.00900000000000001,16,85,-0.023,120,131,0.036,146,151,118,49,81,51,95,-7,3
"706",-1,-1,0,-0.00800000000000001,12.38,11.36,-4,2,4,1,-2,-3,-150,-136,-45,-89,-4,-0.046,62,104,0.044,-34,4,-0.0509999999999999,175,217,18,-58,-11,68,-77,-11,-1
"707",0,3,-3,0.0880000000000001,0.48,-0.450000000000001,4,-4,0,-2,3,-3,56,24,5,18,45,0,-20,-86,0.017,40,96,-0.0379999999999999,-14,-112,-55,89,-162,-59,37,-5,8
"708",0,2,-2,0.0580000000000001,-2.21,-3.24,1,-1,1,0,2,-1,-262,-297,5,-66,-135,-0.003,-28,-90,0.002,-100,-134,-0.013,-26,-71,-111,37,8,-12,-135,-1,1
"709",4,15,-11,0.326,27.99,13.37,3,-3,5,-5,1,-6,677,105,160,245,265,0.059,62,142,0.012,125,189,-0.01,78,274,160,-22,49,-46,-43,-15,29
"710",-2,-4,2,-0.076,14.69,13.65,-2,2,0,1,-6,-2,-480,-435,-70,-178,-292,-0.022,-143,-291,-0.047,19,50,-0.022,16,-31,-27,32,-11,39,44,-9,10
"711",5,12,-7,0.224,22.84,8.75,5,-3,1,1,5,-7,848,286,190,341,370,0.086,34,60,0.017,132,192,-0.001,117,343,305,70,3,72,133,-13,10
"712",2,-2,4,-0.103,3.86,5.2,-2,2,0,3,-2,0,-157,-102,85,-77,-19,-0.036,-151,-301,-0.058,148,170,0.039,87,130,-65,47,65,74,-65,-3,31
"713",-2,5,-7,0.179,16,7.53,0,0,2,-3,3,-3,169,-106,-120,67,-69,0.048,61,119,0.029,-26,6,-0.042,-111,-101,30,-19,-51,-107,-103,-11,-1
"714",2,4,-2,0.074,14.76,15.8,0,4,0,-2,-1,-3,245,300,75,61,228,-0.022,48,112,0.012,75,71,0.03,-2,165,69,18,51,-7,98,-13,19
"715",4,21,-17,0.488,36.97,15.75,10,-8,13,-5,5,-12,554,-269,170,210,191,0.062,9,-56,0.045,125,84,0.074,75,190,181,18,127,-86,-87,-15,23
"716",2,6,-4,0.132,14.49,8.53,1,1,5,1,1,-6,188,41,80,24,197,-0.032,-19,86,-0.082,159,251,-0.016,125,153,-61,89,24,12,45,-9,2
"717",1,0,1,-0.0239999999999999,7.03,9.63,1,1,3,0,-2,0,51,197,45,-56,-59,-0.016,22,67,-0.005,141,114,0.081,-83,-53,-67,-34,-6,9,21,-9,3
"718",6,6,0,0.0559999999999999,5.04,1.4,1,-1,0,0,-1,0,523,358,254,267,451,0.033,110,225,0.043,-121,-112,-0.0599999999999999,76,198,235,20,25,21,130,-3,7
"719",3,0,3,-0.056,2.72,4.09,-1,1,1,2,-3,2,102,134,100,3,92,-0.019,47,103,0.018,49,69,0.002,34,75,-101,-102,-20,-101,121,-1,1
"720",8,4,4,-0.0489999999999999,16.16,12.01,-1,4,-2,3,-2,0,1027,889,310,428,761,0.043,38,102,0.004,133,205,-0.018,210,516,277,38,25,132,266,-9,2
"721",0,6,-6,0.172,8.73,2.04,5,-5,-1,-2,4,-4,130,-62,-10,29,-1,0.019,48,3,0.072,24,6,0.031,39,24,-88,16,-18,-29,27,-7,17
"722",3,9,-6,0.185,17.2,8.36,2,-2,8,-1,-1,-5,566,220,130,212,336,0.023,99,249,0.004,43,43,0.015,16,71,76,73,9,-126,44,-11,4
"723",2,0,2,-0.0409999999999999,18.99,15.12,-3,5,2,-2,-7,1,345,200,85,156,369,-0.003,31,116,-0.015,2,18,-0.017,55,221,81,50,121,38,26,-11,9
"724",4,8,-4,0.159,-1.52,-1.98,5,-5,5,-2,3,-4,553,539,170,259,476,0.023,37,79,0.013,-2,-32,0.034,85,259,142,-46,1,29,41,-1,6
"725",-2,-5,3,-0.103,2.73,5.44,-2,2,-3,4,0,0,-69,37,-75,18,134,-0.024,-68,-124,-0.044,-37,-78,0.0209999999999999,156,107,-16,-8,64,-8,55,-5,-13
"726",-2,5,-7,0.183,0.869999999999999,-4.7,4,-4,0,1,6,-4,-240,-421,-85,-98,-349,0.032,-78,-206,-0.005,34,20,0.0269999999999999,-52,-123,26,-1,7,-4,-94,-5,-1
"727",3,6,-3,0.114,-0.0399999999999991,-4.8,4,-4,1,-2,1,-1,-117,-301,130,-35,26,-0.024,-9,22,-0.028,-38,7,-0.0609999999999999,103,106,-31,1,-31,58,-81,-1,12
"728",1,-3,4,-0.11,12.37,11.62,-4,4,1,0,-4,2,-176,-189,40,-62,-110,-0.005,2,-38,0.025,-54,-39,-0.033,-91,28,-107,-51,55,-69,-153,-7,7
"729",1,2,-1,0.0359999999999999,-6.89,-1.27,1,-1,-6,2,4,-2,-26,164,65,-68,144,-0.064,57,217,-0.027,53,104,-0.023,57,36,-78,76,-25,-13,127,-3,-3
"730",3,13,-10,0.311,26.5,10.67,7,-7,4,-5,0,-5,328,-216,125,44,152,-0.015,65,197,-0.019,175,266,-0.036,89,218,56,97,63,16,81,-15,41
"731",1,8,-7,0.215,21.38,10.58,5,-3,3,-1,4,-7,-226,-579,50,-54,-45,-0.019,-159,-383,-0.028,41,29,0.034,51,139,-74,-23,77,-135,-65,-13,12
