"","DGames","DWins","DLoss","DWLpct","DSRS","DSOS","DConfW","DConfL","DHomeW","DHomeL","DAwayW","DAwayL","DPnts","DOppPnts","DMP","DFG","DFGA","DFGpct","DThreeP","DThreePA","DThreePpct","DFT","DFTA","DFTpct","DORB","DTRB","DAST","DSTL","DBLK","DTOV","DPF","SeedDiff","ScoreDiff"
"313",-4,-5,1,-0.0590000000000001,4.93,5.55,-4,2,2,2,-3,0,-185,-133,NA,-45,-116,0.005,-74,-213,0.01,-21,-112,0.0630000000000001,-64,-166,41,-19,-37,-96,NA,-5,-8
"314",2,1,1,-0.00900000000000001,-0.469999999999999,3.92,2,0,-2,3,1,-1,244,405,NA,157,294,0.012,-12,-46,0.01,-58,-38,-0.046,59,178,48,-44,36,20,NA,-1,22
"315",-1,-1,0,-0.00900000000000001,10.34,8.4,-2,2,2,0,0,-1,254,198,-35,125,260,0.00600000000000001,-20,-12,-0.026,24,31,0.003,81,95,51,13,25,-14,NA,-9,-4
"316",0,-2,2,-0.0620000000000001,5.12,8.96,1,3,5,-2,-6,5,-32,91,NA,20,148,-0.027,-79,-73,-0.084,7,60,-0.0549999999999999,100,52,-74,45,24,2,NA,-5,7
"317",3,-1,4,-0.092,6.66,6.92,-4,6,2,2,-2,1,270,301,NA,95,104,0.023,7,20,-0.001,73,80,0.021,28,133,108,-9,-19,48,NA,-3,9
"318",0,-1,1,-0.031,2.29,2.92,2,-2,-2,-1,3,1,-106,-101,NA,-53,-278,0.035,72,109,0.069,-72,-156,0.0489999999999999,-170,-174,39,-135,-60,-70,NA,-1,10
"319",-1,-1,0,-0.005,4.09,2.94,-1,-1,-3,0,2,1,-50,-78,NA,-41,-86,-0.001,-44,-82,-0.023,76,69,0.0369999999999999,51,85,-146,-15,27,28,NA,-3,12
"320",-1,7,-8,0.239,24.74,13.8,6,-4,3,0,4,-7,450,151,-30,138,241,0.014,49,125,0.00900000000000001,125,137,0.0429999999999999,54,79,92,44,34,-11,39,-15,29
"321",-4,-7,3,-0.141,0.640000000000001,3.65,-3,5,2,1,-6,4,-604,-483,NA,-195,-190,-0.064,-42,-62,-0.032,-172,-209,-0.034,-28,-204,-163,-66,9,-167,-63,-1,-5
"322",1,0,1,-0.022,2.21,2.34,-1,3,1,1,-1,1,323,319,40,199,403,0.00599999999999995,2,-9,0.011,-77,-26,-0.078,133,273,74,-30,171,71,-84,-7,5
"323",2,4,-2,0.072,8.48,-0.76,1,-1,5,-1,-2,-1,135,-144,85,110,242,-0.00600000000000001,46,119,0,-131,-111,-0.0690000000000001,26,76,71,46,33,-116,-67,-5,-6
"324",-3,1,-4,0.103,0.59,2.88,2,-4,3,-2,1,-2,-241,-148,NA,-139,-246,-0.014,10,42,-0.00800000000000001,27,52,-0.016,38,-130,-36,-83,-71,-70,-36,-9,-13
"325",0,7,-7,0.212,14.48,3.97,6,-4,1,-4,0,-3,227,-65,5,21,248,-0.052,107,292,0.002,78,92,0.015,57,31,-70,107,29,-91,16,-11,10
"326",3,2,1,-0.00900000000000001,20.19,14.63,-5,1,-1,1,1,-2,299,177,NA,132,220,0.017,93,193,0.032,-58,-81,-0.002,14,38,40,-3,-43,-37,-19,-13,30
"327",-1,1,-2,0.054,12.11,5.36,-1,3,-1,0,-1,-1,-42,-224,NA,-1,-73,0.018,-20,-59,0.002,-20,-89,0.0649999999999999,-106,-53,102,-7,-20,-79,-10,-9,5
"328",5,4,1,0.032,-0.729999999999999,0.41,1,-1,-2,-1,1,1,374,393,210,93,198,0.00600000000000001,71,159,0.027,117,158,0.005,-2,155,118,-41,63,12,86,-3,5
"329",5,6,-1,0.0620000000000001,20.84,11.96,2,-4,3,-1,0,-4,944,562,NA,383,666,0.031,49,90,0.041,129,255,-0.0579999999999999,136,435,182,205,123,156,105,-13,3
"330",2,12,-10,0.301,24.9,11.13,6,-4,3,-2,2,-7,359,-97,NA,193,247,0.039,-7,-41,0.013,-20,-32,0.004,56,206,117,-8,115,-46,-29,-15,31
"331",2,2,0,0.023,0.129999999999999,-2.59,-2,2,2,1,-1,0,170,70,NA,136,129,0.045,58,104,0.041,-160,-124,-0.106,34,109,155,39,47,33,-74,-1,-24
"332",1,2,-1,0.039,20.65,8.82,-2,2,2,2,2,-4,408,96,NA,144,302,0.003,80,199,0.015,40,51,0.00600000000000001,103,136,105,12,5,-50,158,-9,22
"333",2,1,1,-0.021,11.02,12.66,1,1,3,1,-5,0,409,471,NA,142,228,0.02,32,39,0.036,93,64,0.0630000000000001,110,77,44,-48,-21,12,45,-11,4
"334",0,-3,3,-0.097,12.04,10.36,-4,2,3,1,-6,0,258,206,0,100,193,0.005,-12,-58,0.018,70,82,0.021,100,219,117,39,140,79,16,-5,2
"335",-2,3,-5,0.142,-1.78,-4,2,-4,2,-1,3,-2,-232,-264,NA,-99,-29,-0.047,79,206,0.02,-113,-147,-0.02,14,41,-13,43,13,-25,-63,-3,-13
"336",3,2,1,0.004,3.3,1.71,1,-1,0,1,0,-3,-38,-108,NA,-57,-166,0.00900000000000001,20,-10,0.049,56,8,0.0659999999999999,-88,-125,50,21,-93,55,139,-3,15
"337",-2,-6,4,-0.141,8.54,5.77,-5,5,0,2,-6,1,-78,-134,NA,20,63,-0.00600000000000001,-101,-192,-0.051,-17,10,-0.0449999999999999,113,225,25,61,57,126,-38,-7,-1
"338",2,-2,4,-0.107,6.3,7.78,-7,5,0,1,-5,2,82,118,75,23,158,-0.026,61,205,-0.026,-25,-3,-0.0379999999999999,101,273,22,-60,48,69,-38,-5,1
"339",2,0,2,-0.044,9.61,8.62,-3,3,2,2,-5,-1,226,186,NA,43,200,-0.025,37,40,0.031,103,75,0.0680000000000001,8,202,16,-35,75,-29,-98,-7,1
"340",3,7,-4,0.149,28.06,18.67,-3,1,7,-1,-4,-4,154,-168,NA,88,229,-0.00900000000000001,89,154,0.059,-111,-153,-0.00600000000000001,18,106,166,-10,34,-190,-24,-15,17
"341",4,0,4,-0.0980000000000001,6.18,9.91,-4,6,2,0,-4,2,266,323,160,132,352,-0.018,-94,-112,-0.096,96,196,-0.0589999999999999,143,249,-10,87,112,104,144,-5,14
"342",0,-2,2,-0.0610000000000001,3.05,0.86,-1,5,-1,1,-2,2,498,436,-5,177,360,0.00700000000000001,55,133,0.005,89,65,0.0630000000000001,44,97,140,100,-33,77,34,-1,-2
"343",1,7,-6,0.192,24.82,12.27,-1,-1,2,-1,0,-5,70,-347,NA,28,-75,0.036,-17,-17,-0.018,31,132,-0.087,-12,105,75,32,45,2,25,-13,26
"344",-4,1,-5,0.12,1.93,-4.63,4,-4,-2,-3,5,0,-297,-451,NA,-154,-253,-0.022,41,85,0.017,-30,-70,0.026,-78,-140,-40,-52,-10,-154,2,-3,-2
"345",3,6,-3,0.127,7.79,5.63,4,0,5,-2,-2,-3,126,87,115,86,299,-0.028,21,94,-0.023,-67,-113,0.013,95,132,-14,15,16,-66,16,-9,8
"346",5,7,-2,0.09,13.24,11.01,-1,-1,10,-2,-6,0,511,394,180,246,416,0.028,20,60,-0.002,-1,95,-0.0940000000000001,136,393,105,23,132,71,-58,-11,11
"347",1,11,-10,0.319,32.1,14.88,6,-4,4,-2,3,-10,298,-214,NA,115,207,0.013,-16,-36,-0.00600000000000001,84,153,-0.04,138,244,48,-24,22,-83,59,-15,21
"348",0,4,-4,0.129,0.00999999999999979,0.00999999999999979,4,-2,-1,-2,4,-3,55,55,NA,92,163,0.01,-50,-166,0.018,-79,-33,-0.089,60,106,31,-35,-13,-7,-47,-1,2
"349",0,5,-5,0.161,17.86,9.9,2,-2,6,-2,2,-4,-131,-230,NA,-94,-155,-0.012,24,86,-0.011,33,22,0.021,22,91,-7,-153,-13,-86,-12,-13,3
"350",0,-2,2,-0.0629999999999999,12.92,8.52,-2,4,3,1,-3,1,-135,-265,NA,-2,13,-0.005,12,-13,0.029,-143,-196,0.001,-19,-33,-32,10,64,-69,-123,-7,7
"351",0,0,0,0,13.22,9.41,1,-1,4,0,-2,-1,-74,-147,NA,-64,-219,0.016,-106,-345,0.02,160,166,0.0599999999999999,-26,-26,28,-137,-71,-28,-31,-11,12
"352",3,-5,8,-0.227,3.59,7.56,-9,7,-2,3,-7,4,249,356,NA,26,27,0.00800000000000001,48,68,0.04,149,195,0.02,-27,91,-29,-89,20,63,22,-1,1
"353",1,0,1,-0.021,0.620000000000001,2.64,1,1,-2,2,-1,0,178,255,NA,51,169,-0.016,-68,-113,-0.061,144,248,-0.0439999999999999,70,84,117,95,-9,-6,-29,-5,7
"354",-1,-2,1,-0.0369999999999999,14.56,9.43,-3,3,6,1,-5,2,-163,-235,-40,-79,-166,-0.001,36,32,0.04,-41,-39,-0.0199999999999999,9,-72,12,-141,-24,-121,63,-9,3
"355",8,11,-3,0.136,25.39,14.13,-3,1,7,-1,-4,-1,1028,560,325,420,664,0.058,46,2,0.073,142,277,-0.056,226,616,234,15,228,145,149,-13,17
"356",-1,-2,1,-0.039,1.95,2.81,0,0,-4,2,1,0,13,44,-35,33,9,0.016,-44,-194,0.041,-9,-46,0.0319999999999999,-27,-107,-52,26,-20,-45,-15,-3,7
"357",6,15,-9,0.322,36.77,21.64,2,-4,7,-3,3,-7,1050,493,NA,379,638,0.051,90,205,0.029,202,199,0.08,114,285,221,121,145,-26,118,-15,35
"358",0,-5,5,-0.161,7,10.45,-7,5,-2,2,-4,2,58,165,NA,67,-5,0.04,69,172,0.00900000000000001,-145,-182,-0.011,-68,2,154,-87,-30,59,-50,-7,-15
"359",7,7,0,0.0599999999999999,13.79,8.01,-3,1,0,0,3,-1,764,537,NA,306,569,0.025,44,99,0.012,108,199,-0.046,161,354,169,173,109,190,278,-11,5
"360",0,10,-10,0.322,19.03,3.31,3,-5,4,-5,7,-6,319,-149,NA,134,25,0.069,30,-44,0.089,21,-16,0.045,-20,47,82,-18,19,-82,-192,-13,27
"361",-1,-2,1,-0.0359999999999999,9.71,10.28,-1,1,-3,0,-3,-2,-328,-265,-40,-107,-110,-0.028,7,3,0.00899999999999995,-121,-159,-0.015,-35,-110,-71,-47,-24,-75,3,-7,19
"362",1,0,1,-0.023,11.1,9.91,0,0,2,0,-4,2,280,202,NA,85,126,0.014,30,152,-0.05,80,43,0.071,-14,177,104,-15,80,80,89,-9,25
"363",0,12,-12,0.375,28.68,16.49,3,-5,3,-2,4,-10,54,-336,NA,115,26,0.057,-67,-210,0.01,-109,-144,-0.011,NA,71,99,-22,59,-69,-109,-15,20
"364",0,-4,4,-0.125,5.54,8.13,-6,4,-4,3,0,0,-2,147,20,57,273,-0.036,-32,-23,-0.047,-84,23,-0.121,157,216,-72,46,129,40,59,-9,3
"365",-4,-1,-3,0.0569999999999999,0.290000000000001,0.63,4,-4,1,-3,1,-1,-211,-171,-175,-110,-197,-0.014,33,31,0.032,-24,-19,-0.017,-21,-85,-74,-82,-28,-65,-66,-3,16
"366",-4,-7,3,-0.135,-2.76,2.56,-1,-1,-3,2,0,-2,-441,-232,NA,-153,-472,0.039,18,-27,0.058,-153,-244,0.042,-179,-412,-37,-4,-100,-7,6,-3,-6
"367",-3,5,-8,0.231,21.62,11.74,2,-4,-1,2,7,-10,65,-229,NA,70,-36,0.048,-38,-116,0.004,-37,24,-0.076,141,143,-38,28,48,12,-90,-13,33
"368",2,1,1,-0.0129999999999999,12.21,10.19,-1,2,5,2,-1,-1,27,18,85,-37,-27,-0.015,23,115,-0.026,78,17,0.11,-24,58,-20,-52,7,1,38,-11,9
"369",1,-3,4,-0.126,10.28,11.96,-4,6,-1,3,-4,2,727,768,65,292,696,-0.022,-50,-93,-0.027,193,296,-0.023,286,566,152,62,52,144,75,-5,11
"370",5,14,-9,0.319,20.02,7.57,3,-1,4,-1,1,-7,596,153,NA,255,379,0.038,-13,-47,0.00900000000000001,99,152,-0.011,114,335,81,79,79,15,50,-13,19
"371",5,6,-1,0.0549999999999999,16.34,12.36,-4,0,7,0,-4,-1,265,115,NA,112,189,0.014,-82,-168,-0.047,123,238,-0.0639999999999999,84,191,3,-64,28,-18,-42,-11,9
"372",-4,-5,1,-0.0680000000000001,9.11,7.26,-6,4,-1,3,-1,-1,-212,-230,-165,-47,-41,-0.018,33,83,0.005,-151,-193,-0.016,38,-125,-23,70,40,-38,-92,-7,-8
"373",-1,12,-13,0.393,23.15,9.19,4,-4,-4,-2,9,-10,192,-230,NA,47,-91,0.047,107,105,0.097,-9,-37,0.0259999999999999,-133,-192,59,-7,7,-158,-98,-15,19
"374",1,1,0,0.01,-1.02,1.15,-1,-1,0,0,1,0,-386,-326,50,-136,-179,-0.028,-38,-47,-0.039,-76,-41,-0.0720000000000001,-62,-43,-154,1,-40,-45,90,-1,4
"375",-1,11,-12,0.362,24.68,10.45,6,-4,3,-5,3,-4,-44,-431,NA,36,-125,0.05,-65,-184,0.003,-51,-124,0.054,-49,-64,92,-45,41,-111,-62,-15,26
"376",1,2,-1,0.042,0.360000000000001,1.3,1,1,1,3,1,-4,65,130,40,83,256,-0.022,-30,-57,-0.023,-71,-23,-0.081,107,163,20,27,107,-13,-12,-7,5
"377",5,5,0,0.044,16.98,11.72,-1,3,5,-1,-4,0,769,604,195,270,727,-0.039,58,110,0.034,171,272,-0.0309999999999999,276,499,71,27,35,16,138,-11,17
"378",4,2,2,-0.0239999999999999,2.47,3.51,-3,3,5,-2,-6,3,116,121,140,110,180,0.014,-107,-311,-0.003,3,-95,0.092,-56,-67,21,14,27,-34,-8,-1,3
"379",2,-3,5,-0.142,3.39,7.69,-7,5,2,2,-4,2,-20,97,NA,-4,33,-0.01,46,131,-0.004,-58,-71,-0.01,-82,-27,67,-28,29,8,-24,-5,13
"380",0,-2,2,-0.0649999999999999,11.65,11.2,-5,3,-3,2,-3,0,388,374,10,71,147,0.001,28,81,-0.00600000000000001,218,215,0.106,40,-11,80,68,-25,-53,92,-9,1
"381",-1,-3,2,-0.075,-2.3,0.8,0,2,-3,2,1,2,129,231,-35,8,-95,0.026,-12,-77,0.023,125,132,0.0469999999999999,-19,-16,-63,-145,-24,41,-14,-1,-2
"382",-1,5,-6,0.175,8.89,2.42,2,-2,6,-4,-3,-1,61,-141,NA,17,-106,0.036,2,-43,0.027,25,36,-0.002,-56,-115,19,-15,-53,-112,-124,-5,12
"383",7,6,1,0.0359999999999999,-4.76,-1.13,1,-1,0,1,1,0,440,493,270,171,301,0.022,43,43,0.038,55,136,-0.0600000000000001,88,201,34,3,-64,46,3,-3,10
"384",0,-2,2,-0.0629999999999999,6.33,5.37,-2,2,1,0,-3,1,26,24,NA,-12,-165,0.036,-13,-103,0.038,63,55,0.033,-87,30,3,-103,29,-25,-139,-7,-10
"385",5,6,-1,0.0610000000000001,5.25,9.5,2,-2,1,0,2,-2,633,731,NA,226,634,-0.047,68,157,0.011,113,78,0.0850000000000001,186,266,61,117,52,152,155,-11,13
"386",1,5,-4,0.143,9.67,8.39,0,2,4,0,-1,-5,192,147,45,84,105,0.023,-68,-70,-0.089,92,82,0.0529999999999999,62,51,107,-16,30,-52,-117,-9,20
"387",-6,0,-6,0.124,-6.53,-5.19,5,-5,1,-4,2,-1,-302,-221,-220,-108,-148,-0.023,-62,-165,-0.002,-24,-12,-0.0209999999999999,45,-2,-120,-8,-64,-46,-163,-3,-12
"388",0,4,-4,0.122,2.67,-2.6,5,-5,2,-1,4,-3,98,-91,-5,-2,92,-0.023,11,76,-0.027,91,133,-0.001,100,159,-8,-68,51,-41,-32,-3,12
"389",-2,-1,-1,0.015,23.73,15.4,0,-4,2,0,-1,-2,115,-80,NA,78,170,-0.001,-129,-273,-0.056,88,122,0.004,73,238,19,-32,132,-28,-130,-13,6
"390",0,8,-8,0.242,29.69,16.93,-3,1,5,0,-1,-7,538,117,NA,186,330,0.024,77,141,0.038,89,153,-0.03,98,350,70,23,128,-7,74,-15,17
"391",0,3,-3,0.094,14.82,5.32,1,-3,0,2,2,-5,150,-154,0,71,76,0.021,62,71,0.062,-54,-86,0.00900000000000001,18,136,101,-45,60,21,27,-9,5
"392",2,-2,4,-0.108,6.59,8.73,-3,3,3,0,-4,2,63,112,85,16,127,-0.024,28,123,-0.029,3,6,-0.002,10,150,-13,-28,34,35,120,-7,12
"393",-2,-1,-1,0.021,12.82,11.02,-3,1,-2,0,-3,-1,209,198,-90,89,-22,0.058,-67,-201,0.016,98,72,0.0619999999999999,-3,37,9,-100,-19,-48,-80,-11,10
"394",6,17,-11,0.343,28.23,15.38,2,-4,3,-3,2,-7,570,72,NA,198,283,0.031,126,251,0.044,48,11,0.0619999999999999,17,138,229,63,-22,-38,-13,-15,12
"395",-3,0,-3,0.0700000000000001,18.56,13.04,2,0,3,0,-2,-3,154,10,-105,97,99,0.032,-20,-52,-0.002,-20,-23,-0.00600000000000001,44,85,79,-65,19,-75,-56,-11,-1
"396",3,6,-3,0.114,21.84,13.28,3,-3,2,0,-1,-4,247,49,125,56,167,-0.013,24,83,-0.00799999999999995,111,173,-0.00700000000000001,57,94,29,79,25,-6,-17,-13,8
"397",-3,-2,-1,0,1.18,2.99,2,-2,3,-2,-3,1,-300,-229,-105,-124,-306,0.00800000000000001,-12,-54,0.012,-40,-91,0.034,-41,7,-74,-173,28,-39,-156,-5,-14
"398",7,13,-6,0.223,16.86,4.27,3,-2,4,1,5,-8,827,327,NA,207,363,0.021,161,305,0.065,252,291,0.0639999999999999,52,383,215,36,63,53,97,-9,6
"399",-1,-2,1,-0.0359999999999999,14.5,10,-2,0,0,0,-5,0,160,80,-30,45,-83,0.043,9,-9,0.019,61,9,0.0780000000000001,-12,-41,13,-71,-64,35,43,-7,8
"400",1,2,-1,0.043,0.690000000000001,-1.44,1,-1,1,0,1,-3,63,7,NA,-13,-87,0.015,57,100,0.057,32,24,0.0239999999999999,-3,-9,9,-3,25,111,-12,-1,-11
"401",5,20,-15,0.486,31.08,9.8,7,-7,9,-5,5,-11,988,248,195,317,456,0.049,76,94,0.064,278,327,0.0599999999999999,118,455,232,134,65,204,101,-15,28
"402",3,5,-2,0.091,16.84,11.92,-1,-1,1,1,1,-6,-57,-263,NA,75,-8,0.041,-56,-177,0.013,-151,-139,-0.0700000000000001,-43,-50,38,85,37,62,39,-11,17
"403",0,2,-2,0.0610000000000001,22.26,14.9,-2,2,0,0,-1,-2,498,309,NA,143,173,0.034,123,188,0.115,89,0,0.133,21,104,168,-58,-35,-7,26,-13,13
"404",2,7,-5,0.181,-5.58,-4.57,8,-6,-1,-3,7,-2,161,169,80,56,31,0.026,26,64,0.003,23,-46,0.084,-104,1,23,-35,-24,5,-41,-1,8
"405",1,2,-1,0.036,4.85,2.72,4,0,0,-1,-1,2,-8,-55,NA,91,140,0.016,-32,-116,0.016,-158,-235,0.023,-30,-100,92,118,-12,-85,68,-3,9
"406",-3,-5,2,-0.0950000000000001,-3.45,2.08,2,0,-1,0,0,0,-293,-111,-115,-96,-180,-0.00900000000000001,-75,-227,0.005,-26,-112,0.072,-112,-277,-102,-25,-28,-75,27,-1,-23
"407",2,2,0,0.013,8.15,8.78,-5,3,3,2,-4,-3,249,210,85,141,104,0.049,-113,-252,-0.045,80,168,-0.0549999999999999,73,83,32,60,102,85,33,-9,-3
"408",-1,-5,4,-0.136,6.24,4.54,-7,5,1,-2,-7,4,159,150,-35,25,59,-0.001,156,305,0.118,-47,-56,-0.01,23,-42,-74,-38,-33,-32,44,-1,-4
"409",4,4,0,0.046,7.08,2.02,-1,-1,1,-1,-1,0,397,209,155,184,303,0.024,-41,-172,0.05,70,62,0.037,25,88,136,90,49,-40,22,-5,12
"410",0,2,-2,0.0579999999999999,4.4,3.63,-1,-3,0,-2,0,-1,-237,-273,NA,-64,-327,0.053,-53,-98,-0.036,-56,4,-0.0770000000000001,-12,-3,-63,-44,-10,77,-75,-5,6
"411",-1,-2,1,-0.038,7.97,6.92,1,1,-4,1,0,-2,-156,-125,NA,-54,107,-0.058,-44,-62,-0.032,-4,-63,0.0569999999999999,136,66,-106,15,63,-45,38,-7,8
"412",2,7,-5,0.173,21.61,13.86,3,-3,3,-3,1,-3,548,407,100,170,220,0.036,83,75,0.096,125,177,0.005,-44,31,81,53,58,-51,117,-13,16
"413",4,11,-7,0.248,23.4,11.15,5,-1,3,-2,2,-5,874,464,NA,367,665,0.027,75,156,0.03,65,32,0.0559999999999999,201,187,236,106,-6,-29,185,-15,11
"414",1,1,0,0.01,1.62,3.78,-3,1,0,-2,-1,0,80,149,50,45,110,-0.002,26,178,-0.054,-36,-59,0.012,4,2,95,46,19,0,-68,-3,2
"415",2,4,-2,0.079,6.62,4.3,0,-2,2,-1,-1,-1,-21,-80,70,-59,26,-0.04,24,47,0.01,73,125,-0.0209999999999999,59,105,-47,-13,-76,16,-43,-5,5
"416",2,1,1,-0.00700000000000001,1.98,2.85,2,0,-2,0,2,-1,228,232,95,133,241,0.014,-57,-128,-0.028,19,-17,0.0449999999999999,53,16,71,157,21,78,15,-1,19
"417",0,-5,5,-0.156,7.72,8.46,-4,6,1,0,-8,2,245,291,0,115,277,-0.00700000000000001,-17,30,-0.054,32,50,-0.004,82,86,38,-13,139,-46,-20,-1,-4
"418",4,4,0,0.028,6.86,7.67,-1,3,3,-1,0,-1,294,336,NA,91,195,-0.002,-4,32,-0.028,116,235,-0.071,146,142,125,34,94,53,85,-9,12
"419",2,9,-7,0.226,21.66,10.82,1,-1,6,-3,0,-5,587,218,85,245,428,0.025,-35,-75,-0.013,132,192,-0.005,184,411,138,16,217,38,-75,-15,13
"420",3,12,-9,0.283,27.74,15.46,-1,-1,3,1,2,-9,828,383,NA,192,215,0.049,131,261,0.067,313,324,0.114,-72,-30,155,88,80,-65,47,-15,16
"421",8,9,-1,0.072,15.33,7.67,-2,3,4,0,-3,0,769,445,320,264,360,0.047,22,10,0.025,219,262,0.041,75,353,214,33,164,146,45,-11,26
"422",-3,2,-5,0.142,0.73,-0.9,1,-3,3,-1,2,-5,110,51,NA,38,-53,0.034,-34,-128,0.018,68,154,-0.0529999999999999,32,-48,5,30,80,6,-129,-1,3
"423",0,0,0,0,2.43,1.79,-1,-1,-1,-1,0,1,12,37,-25,33,20,0.014,4,-14,0.014,-58,-70,-0.014,75,-21,75,20,-5,-20,6,-3,5
"424",1,8,-7,0.223,2.21,3.03,6,-8,2,-4,3,-3,353,372,NA,119,194,0.015,-36,-88,-0.00700000000000001,151,140,0.0580000000000001,73,118,-43,35,-58,24,57,-11,4
"425",2,2,0,0.014,7,3.8,-1,1,-1,1,-1,-1,321,242,80,165,440,-0.025,-35,-16,-0.043,26,115,-0.102,199,416,55,-46,12,71,112,-9,9
"426",-2,-5,3,-0.114,2.29,3.71,-4,4,-3,1,-2,2,-225,-139,-90,-42,-93,0.001,56,143,-0.001,-197,-244,-0.038,-111,-123,34,-55,-29,-52,29,-5,4
"427",0,-1,1,-0.03,10.17,8.18,-4,4,3,0,-6,1,-319,-362,NA,-133,-170,-0.03,-35,-46,-0.032,-18,-73,0.0439999999999999,-86,61,-87,-87,54,-29,-181,-11,-1
"428",0,3,-3,0.091,8.24,2.22,2,-4,1,1,1,-6,121,-124,NA,64,-10,0.035,20,-12,0.044,-27,5,-0.0459999999999999,14,64,56,29,34,19,-15,-9,-4
"429",4,-2,6,-0.145,3.48,7.31,-3,5,-4,4,-2,-1,171,281,160,81,204,-0.00600000000000001,43,111,0.00699999999999995,-34,-79,0.029,112,294,13,-131,-5,69,35,-1,5
"430",5,4,1,0.00800000000000001,10.68,9.55,1,-3,7,-2,-4,2,158,61,205,91,257,-0.015,-49,-34,-0.078,25,38,-0.001,83,307,66,59,108,87,-9,-9,16
"431",0,2,-2,0.0640000000000001,0.540000000000001,0.0800000000000001,0,0,0,-2,0,0,147,56,0,72,161,-0.001,89,158,0.052,-86,-140,0.024,-12,-23,103,38,-58,37,164,-3,-5
"432",4,12,-8,0.256,15.58,6.59,0,-2,9,-1,4,-7,489,174,NA,168,408,-0.00900000000000001,59,223,-0.035,94,167,-0.0269999999999999,133,313,38,141,95,103,174,-15,16
"433",-1,-5,4,-0.124,0.130000000000001,4.5,-7,5,0,1,-4,2,91,232,NA,-1,16,-0.004,-2,-39,0.022,95,35,0.105,21,-9,60,-35,-22,29,98,-5,-10
"434",2,3,-1,0.0439999999999999,5.3,3.22,3,-1,4,0,2,-2,-48,-99,75,-10,120,-0.036,-49,-93,-0.026,21,29,0,72,172,-51,-50,65,-5,-26,-7,-8
"435",0,-1,1,-0.032,14.32,12.84,-5,1,0,4,0,-2,257,227,-15,55,14,0.027,-15,-79,0.022,162,185,0.0569999999999999,22,96,67,-8,-20,125,-37,-11,4
"436",1,6,-5,0.168,14.19,8.94,2,-1,2,0,3,-6,-40,-100,NA,-22,-94,0.011,-15,-33,-0.004,19,59,-0.043,-72,-127,-76,65,38,-20,-81,-13,8
"437",-2,-2,0,-0.02,4.24,5.32,-1,1,1,-1,-2,-1,-299,-214,-90,-81,-246,0.016,-30,-124,0.024,-107,-174,0.024,-32,-125,34,-9,9,-10,-96,-5,-8
"438",-1,0,-1,0.023,10.1,7.01,-5,3,4,-1,-3,0,-67,-157,-45,-4,-45,0.00900000000000001,-31,-75,-0.00700000000000001,-28,-16,-0.022,45,151,89,-62,46,1,-117,-7,15
"439",4,1,3,-0.0529999999999999,-1.51,3.39,-3,3,-2,3,-1,0,405,543,NA,188,456,-0.00800000000000001,57,203,-0.022,-28,-4,-0.036,151,345,32,47,127,116,-43,-7,-8
"440",-1,-1,0,-0.00900000000000001,8.45,12.69,-1,1,-2,1,0,-3,137,307,NA,81,117,0.016,26,25,0.025,-51,-82,0.00900000000000001,-50,-122,19,3,-4,-53,12,-13,2
"441",8,10,-2,0.121,15.88,9.3,1,1,4,-3,-1,-1,794,486,310,273,537,0.016,73,115,0.05,175,201,0.0519999999999999,216,579,136,13,108,116,29,-13,8
"442",8,12,-4,0.176,20.87,14.99,-1,-1,4,1,1,-6,143,-68,305,42,168,-0.02,-25,-10,-0.031,84,121,0,65,204,23,-16,1,59,37,-13,34
"443",-1,-2,1,-0.0429999999999999,-0.389999999999999,3.21,2,0,-3,0,2,-1,-255,-157,-45,-76,-106,-0.016,-119,-325,0.003,16,38,-0.018,17,-48,-98,-71,-67,-50,-47,-3,-6
"444",-1,9,-10,0.289,22.5,13.28,2,-4,4,-3,1,-6,258,-48,NA,22,157,-0.024,71,125,0.038,143,120,0.087,163,84,-99,2,36,-140,45,-15,13
"445",1,3,-2,0.0690000000000001,10.32,4.17,2,0,3,0,-1,-3,399,236,40,129,373,-0.027,-12,23,-0.036,153,186,0.027,171,152,-23,108,23,65,142,-7,14
"446",0,0,0,0,5.58,3.92,-1,-1,2,0,-2,-3,340,229,NA,128,161,0.033,154,419,0.015,-70,-140,0.0589999999999999,-126,-158,172,-12,-12,-186,-234,-5,18
"447",5,8,-3,0.143,4.67,-1.39,5,-3,1,-2,3,-3,389,152,210,147,213,0.032,63,128,0.031,32,63,-0.022,50,212,149,-23,-17,46,-22,-3,20
"448",-3,-2,-1,-0.002,1.59,1.87,2,0,-5,4,5,-4,41,93,-110,3,-64,0.018,-47,-109,-0.016,82,42,0.072,-8,37,46,-80,14,-48,-249,-1,-9
"449",-1,0,-1,0.018,4.05,2.05,1,-1,1,1,-1,1,16,-46,-40,0,-95,0.025,-12,57,-0.063,28,54,-0.015,73,100,31,-43,129,59,-87,-3,9
"450",0,0,0,0,-2.8,0.56,0,0,1,-1,1,2,59,119,NA,123,197,0.015,-13,-72,0.025,-174,-159,-0.081,47,127,34,14,-2,26,58,-1,-2
"451",3,5,-2,0.0790000000000001,6.51,3.5,-2,0,-1,0,0,-1,144,10,NA,-8,-36,0.004,86,193,0.022,74,65,0.038,-74,-140,-46,-57,-50,-65,68,-7,11
