"","X","DGames","DWins","DLoss","DWLpct","DSRS","DSOS","DConfW","DConfL","DPnts","DOppPnts","DFG","DFGA","DFGpct","DThreeP","DThreePA","DThreePpct","DFT","DFTA","DFTpct","DTRB","DAST","DSTL","DBLK","DTOV","SeedDiff","SRSxSOS","FGxThreeP","FGxFT","FGxTRB","FGxAST","FGxSTL","FGxBLK","FGxTOV","FGxSD","ThreePxFTpct","ThreePxAST","ThreePxTRB","ThreePxSTL","ThreePxSD","FTAxTRB","FTAxAST","FTAxSTL","FTAxBLK","FTAxTOV","FTAxSD","TRBxAST","TRBxSTL","TRBxBLK","TRBxTOV","TRBxSD","ASTxSTL","ASTxBLK","ASTxTOV","ASTxSD","STLxBLK","STLxTOV","STLxSD","BLKxTOV","BLKxSD","TOVxSD","ScD","winner","GamesSq","WinsxSOS","SeedDiffSq"
"480",480,-1,2,-3,0.077,7.05,1.39,1,-3,146,-59,132,178,0.025,29,25,0.028,-147,-106,-0.104,48,69,51,87,2,-7,9.7995,3828,-19404,6336,9108,6732,11484,264,-924,-3.016,2001,1392,1479,-203,-5088,-7314,-5406,-9222,-212,742,3312,2448,4176,96,-336,3519,6003,138,-483,4437,102,-357,174,-609,-357,-6,0,1,2.78,49
"481",481,-3,2,-5,0.116,12.15,5.31,2,2,191,-30,0,-45,0.011,-9,-55,0.021,200,232,0.0479999999999999,177,12,-61,172,-87,-9,64.5165,0,0,0,0,0,0,0,0,-0.431999999999999,-108,-1593,549,81,41064,2784,-14152,39904,-20184,-2088,2124,-10797,30444,-15399,-1593,-732,2064,-1044,-108,-10492,5307,549,-14964,-1548,549,-1,0,9,10.62,81
"482",482,-3,-1,-2,0.0419999999999999,4.74,3.91,-1,1,-345,-353,-177,-277,-0.026,40,153,-0.024,-31,-99,0.0580000000000001,-134,27,-36,-50,-124,-7,18.5334,-7080,5487,23718,-4779,6372,8850,21948,1239,2.32,1080,-5360,-1440,-280,13266,-2673,3564,4950,12276,693,-3618,4824,6700,16616,938,-972,-1350,-3348,-189,1800,4464,252,6200,350,252,-2,0,9,-3.91,49
"483",483,0,3,-3,0.089,21.64,12.72,-1,1,116,-136,26,6,0.012,-49,-163,0.012,113,163,-0.001,7,-90,5,68,-36,-13,275.2608,-1274,2938,182,-2340,130,1768,-936,-338,0.049,4410,-343,-245,637,1141,-14670,815,11084,-5868,-2119,-630,35,476,-252,-91,-450,-6120,3240,1170,340,-180,-65,-2448,-884,-65,1,1,0,38.16,169
"484",484,1,4,-3,0.097,18.67,11.76,2,0,-83,-282,-14,-184,0.039,21,64,-0.005,-76,-47,-0.071,64,27,27,49,140,-13,219.5592,-294,1064,-896,-378,-378,-686,-1960,182,-1.491,567,1344,567,-273,-3008,-1269,-1269,-2303,-6580,611,1728,1728,3136,8960,-832,729,1323,3780,-351,1323,3780,-351,6860,-637,-351,19,1,1,47.04,169
"485",485,-3,-4,1,-0.048,0.880000000000001,0.49,-7,1,-279,-168,-140,-361,0.016,-108,-315,0.011,109,157,-0.005,-67,-136,-37,39,47,-3,0.4312,15120,-15260,9380,19040,5180,-5460,-6580,420,0.54,14688,7236,3996,324,-10519,-21352,-5809,6123,7379,-471,9112,2479,-2613,-3149,201,5032,-5304,-6392,408,-1443,-1739,111,1833,-117,111,-6,0,9,-1.96,9
"486",486,-2,2,-4,0.101,3.3,-0.65,5,-3,-117,-236,-97,-187,-0.005,14,26,0.00799999999999995,63,2,0.081,-27,-69,-8,-57,-82,-1,-2.145,-1358,-6111,2619,6693,776,5529,7954,97,1.134,-966,-378,-112,-14,-54,-138,-16,-114,-164,-2,1863,216,1539,2214,27,552,3933,5658,69,456,656,8,4674,57,8,-14,0,4,-1.3,1
"487",487,7,14,-7,0.228,25.18,11.21,-1,1,783,215,330,492,0.044,-23,-66,0.004,146,184,0.0249999999999999,418,200,125,127,45,-15,282.2678,-7590,48180,137940,66000,41250,41910,14850,-4950,-0.574999999999998,-4600,-9614,-2875,345,76912,36800,23000,23368,8280,-2760,83600,52250,53086,18810,-6270,25000,25400,9000,-3000,15875,5625,-1875,5715,-1905,-1875,24,1,49,156.94,225
"488",488,2,2,0,0.015,17.4,10.07,2,0,-156,-352,-62,55,-0.045,1,88,-0.043,-33,-34,-0.014,120,-63,74,98,-43,-11,175.218,-62,2046,-7440,3906,-4588,-6076,2666,682,-0.014,-63,120,74,-11,-4080,2142,-2516,-3332,1462,374,-7560,8880,11760,-5160,-1320,-4662,-6174,2709,693,7252,-3182,-814,-4214,-1078,-814,18,1,4,20.14,121
"489",489,4,7,-3,0.133,9.43,1,-1,3,534,235,194,516,-0.023,64,204,-0.016,82,141,-0.027,249,120,119,-17,-39,-5,9.43,12416,15908,48306,23280,23086,-3298,-7566,-970,-1.728,7680,15936,7616,-320,35109,16920,16779,-2397,-5499,-705,29880,29631,-4233,-9711,-1245,14280,-2040,-4680,-600,-2023,-4641,-595,663,85,-595,8,1,16,7,25
"490",490,7,17,-10,0.314,26.6,10.38,9,-9,774,203,275,634,-0.011,101,288,0.001,123,250,-0.041,371,170,119,157,-95,-15,276.108,27775,33825,102025,46750,32725,43175,-26125,-4125,-4.141,17170,37471,12019,-1515,92750,42500,29750,39250,-23750,-3750,63070,44149,58247,-35245,-5565,20230,26690,-16150,-2550,18683,-11305,-1785,-14915,-2355,-1785,24,1,49,176.46,225
"491",491,2,-2,4,-0.105,0.99,6.77,-4,6,121,272,22,142,-0.021,-18,-93,0.025,95,44,0.086,78,-17,-28,-12,15,-3,6.7023,-396,2090,1716,-374,-616,-264,330,-66,-1.548,306,-1404,504,54,3432,-748,-1232,-528,660,-132,-1326,-2184,-936,1170,-234,476,204,-255,51,336,-420,84,-180,36,84,14,1,4,-13.54,9
"492",492,2,6,-4,0.132,8.16,3.11,1,1,107,-82,92,147,0.011,-87,-238,0.002,10,16,-0.003,222,121,-6,4,58,-7,25.3776,-8004,920,20424,11132,-552,368,5336,-644,0.261,-10527,-19314,522,609,3552,1936,-96,64,928,-112,26862,-1332,888,12876,-1554,-726,484,7018,-847,-24,-348,42,232,-28,42,11,1,4,18.66,49
"493",493,2,5,-3,0.113,1.74,-1.91,3,-5,39,-93,27,134,-0.02,-44,-8,-0.058,29,93,-0.0479999999999999,292,-27,51,186,107,-1,-3.3234,-1188,783,7884,-729,1377,5022,2889,-27,2.112,1188,-12848,-2244,44,27156,-2511,4743,17298,9951,-93,-7884,14892,54312,31244,-292,-1377,-5022,-2889,27,9486,5457,-51,19902,-186,-51,7,1,4,-9.55,1
"494",494,5,17,-12,0.364,27.76,13.24,3,-5,1101,527,428,708,0.045,12,15,0.011,233,257,0.054,543,219,72,53,74,-15,367.5424,5136,99724,232404,93732,30816,22684,31672,-6420,0.648,2628,6516,864,-180,139551,56283,18504,13621,19018,-3855,118917,39096,28779,40182,-8145,15768,11607,16206,-3285,3816,5328,-1080,3922,-795,-1080,39,1,25,225.08,225
"495",495,-1,2,-3,0.082,10.08,7.78,2,-2,252,173,87,237,-0.011,69,86,0.0580000000000001,9,-21,0.035,201,163,16,17,23,-7,78.4224,6003,783,17487,14181,1392,1479,2001,-609,2.415,11247,13869,1104,-483,-4221,-3423,-336,-357,-483,147,32763,3216,3417,4623,-1407,2608,2771,3749,-1141,272,368,-112,391,-119,-112,18,1,1,15.56,49
"496",496,1,2,-1,0.039,2.34,3.87,0,0,-106,-58,-28,80,-0.035,-27,-8,-0.038,-23,13,-0.0449999999999999,154,-66,-16,-19,19,-5,9.0558,756,644,-4312,1848,448,532,-532,140,1.215,1782,-4158,432,135,2002,-858,-208,-247,247,-65,-10164,-2464,-2926,2926,-770,1056,1254,-1254,330,304,-304,80,-361,95,80,8,1,1,7.74,25
"497",497,4,3,1,0.003,9.91,8.1,-6,6,449,363,212,402,0.016,2,67,-0.034,23,38,-0.003,217,133,45,-7,14,-9,80.271,424,4876,46004,28196,9540,-1484,2968,-1908,-0.006,266,434,90,-18,8246,5054,1710,-266,532,-342,28861,9765,-1519,3038,-1953,5985,-931,1862,-1197,-315,630,-405,-98,63,-405,19,1,16,24.3,81
"498",498,2,4,-2,0.079,1.64,0.15,6,-4,-234,-274,-93,-79,-0.03,-22,-48,-0.005,-26,-6,-0.031,-72,63,49,9,33,-5,0.246,2046,2418,6696,-5859,-4557,-837,-3069,465,0.682,-1386,1584,-1078,110,432,-378,-294,-54,-198,30,-4536,-3528,-648,-2376,360,3087,567,2079,-315,441,1617,-245,297,-45,-245,11,1,4,0.6,25
"499",499,8,6,2,-0.00800000000000001,15.55,11.69,-1,5,417,299,143,446,-0.036,-29,-14,-0.043,160,280,-0.0670000000000001,470,98,-12,99,61,-11,181.7795,-4147,22880,67210,14014,-1716,14157,8723,-1573,1.943,-2842,-13630,348,319,131600,27440,-3360,27720,17080,-3080,46060,-5640,46530,28670,-5170,-1176,9702,5978,-1078,-1188,-732,132,6039,-1089,132,24,1,64,70.14,121
"500",500,3,10,-7,0.225,20.28,11.84,4,-2,806,470,337,672,0.018,52,237,-0.051,80,201,-0.08,294,247,182,32,16,-13,240.1152,17524,26960,99078,83239,61334,10784,5392,-4381,-4.16,12844,15288,9464,-676,59094,49647,36582,6432,3216,-2613,72618,53508,9408,4704,-3822,44954,7904,3952,-3211,5824,2912,-2366,512,-416,-2366,15,1,9,118.4,169
"501",501,3,7,-4,0.13,20.34,13.83,-3,-1,278,-10,177,368,0.00600000000000001,36,85,0.004,-112,-125,-0.0309999999999999,341,0,-107,123,-81,-13,281.3022,6372,-19824,60357,0,-18939,21771,-14337,-2301,-1.116,0,12276,-3852,-468,-42625,0,13375,-15375,10125,1625,0,-36487,41943,-27621,-4433,0,0,0,0,-13161,8667,1391,-9963,-1599,1391,20,1,9,96.81,169
"502",502,6,18,-12,0.382,36.99,17.21,4,-4,831,126,331,409,0.078,67,176,0.013,102,86,0.0539999999999999,325,183,79,77,18,-15,636.5979,22177,33762,107575,60573,26149,25487,5958,-4965,3.61799999999999,12261,21775,5293,-1005,27950,15738,6794,6622,1548,-1290,59475,25675,25025,5850,-4875,14457,14091,3294,-2745,6083,1422,-1185,1386,-1155,-1185,41,1,36,309.78,225
"503",503,0,-1,1,-0.029,2.76,3.61,-1,1,28,16,5,190,-0.042,62,245,-0.035,-44,-92,0.033,43,25,-22,-28,-137,-1,9.9636,310,-220,215,125,-110,-140,-685,-5,2.046,1550,2666,-1364,-62,-3956,-2300,2024,2576,12604,92,1075,-946,-1204,-5891,-43,-550,-700,-3425,-25,616,3014,22,3836,28,22,13,1,0,-3.61,1
"504",504,0,0,0,0,-1.9,0.8,1,1,-297,-172,-96,-357,0.037,-26,-186,0.07,-79,-113,-0.002,-256,-102,-61,32,-19,-5,-1.52,2496,7584,24576,9792,5856,-3072,1824,480,0.052,2652,6656,1586,130,28928,11526,6893,-3616,2147,565,26112,15616,-8192,4864,1280,6222,-3264,1938,510,-1952,1159,305,-608,-160,305,-13,0,0,0,25
"505",505,0,3,-3,0.089,6.9,7.16,-3,1,108,117,0,-63,0.014,64,134,0.017,44,13,0.046,49,117,-113,-1,109,-9,49.404,0,0,0,0,0,0,0,0,2.944,7488,3136,-7232,-576,637,1521,-1469,-13,1417,-117,5733,-5537,-49,5341,-441,-13221,-117,12753,-1053,113,-12317,1017,-109,9,1017,-21,0,0,21.48,81
"506",506,1,4,-3,0.096,12.74,7.8,1,3,120,-15,20,-98,0.037,-3,-5,-0.002,83,-12,0.137,-151,47,-66,-22,-81,-9,99.372,-60,1660,-3020,940,-1320,-440,-1620,-180,-0.411,-141,453,198,27,1812,-564,792,264,972,108,-7097,9966,3322,12231,1359,-3102,-1034,-3807,-423,1452,5346,594,1782,198,594,31,1,1,31.2,81
"507",507,3,7,-4,0.144,3.42,-3.06,3,-3,326,76,140,404,-0.025,43,177,-0.035,3,66,-0.0600000000000001,280,45,68,68,-1,-3,-10.4652,6020,420,39200,6300,9520,9520,-140,-420,-2.58,1935,12040,2924,-129,18480,2970,4488,4488,-66,-198,12600,19040,19040,-280,-840,3060,3060,-45,-135,4624,-68,-204,-68,-204,-204,10,1,9,-21.42,9
"508",508,3,7,-4,0.134,13.95,9.79,4,-2,-279,-440,-133,-188,-0.024,-73,-145,-0.029,60,82,0.003,110,-50,-75,69,-7,-11,136.5705,9709,-7980,-14630,6650,9975,-9177,931,1463,-0.219,3650,-8030,5475,803,9020,-4100,-6150,5658,-574,-902,-5500,-8250,7590,-770,-1210,3750,-3450,350,550,-5175,525,825,-483,-759,825,15,1,9,68.53,121
"509",509,3,13,-10,0.311,9.93,-1.56,10,-10,466,57,96,17,0.045,78,102,0.061,196,203,0.07,27,168,-22,9,-25,-11,-15.4908,7488,18816,2592,16128,-2112,864,-2400,-1056,5.46,13104,2106,-1716,-858,5481,34104,-4466,1827,-5075,-2233,4536,-594,243,-675,-297,-3696,1512,-4200,-1848,-198,550,242,-225,-99,242,12,1,9,-20.28,121
"510",510,1,3,-2,0.0669999999999999,7.65,3.92,0,2,95,-41,-21,-190,0.037,30,75,0.003,107,118,0.037,-163,17,12,-69,-25,-5,29.988,-630,-2247,3423,-357,-252,1449,525,105,1.11,510,-4890,360,-150,-19234,2006,1416,-8142,-2950,-590,-2771,-1956,11247,4075,815,204,-1173,-425,-85,-828,-300,-60,1725,345,-60,9,1,1,11.76,25
"511",511,-1,0,-1,0.018,-3.73,-1.92,0,-2,131,173,13,157,-0.03,88,253,0.00800000000000001,17,-45,0.0639999999999999,12,65,-16,-18,-30,-3,7.1616,1144,221,156,845,-208,-234,-390,-39,5.63199999999999,5720,1056,-1408,-264,-540,-2925,720,810,1350,135,780,-192,-216,-360,-36,-1040,-1170,-1950,-195,288,480,48,540,54,48,-17,0,1,0,9
"512",512,-1,1,-2,0.052,4.6,-1.98,3,-3,104,-131,87,48,0.035,36,64,0.02,-106,-187,0.035,-53,110,77,-14,-57,-1,-9.108,3132,-9222,-4611,9570,6699,-1218,-4959,-87,1.26,3960,-1908,2772,-36,9911,-20570,-14399,2618,10659,187,-5830,-4081,742,3021,53,8470,-1540,-6270,-110,-1078,-4389,-77,798,14,-77,-13,0,1,-1.98,1
"513",513,-3,2,-5,0.119,3.66,-3.15,0,-2,166,-36,100,61,0.038,-49,-228,0.04,15,77,-0.0690000000000001,102,-64,75,95,54,-3,-11.529,-4900,1500,10200,-6400,7500,9500,5400,-300,3.38100000000001,3136,-4998,-3675,147,7854,-4928,5775,7315,4158,-231,-6528,7650,9690,5508,-306,-4800,-6080,-3456,192,7125,4050,-225,5130,-285,-225,-3,0,9,-6.3,9
"514",514,1,13,-12,0.347,28.42,11.7,4,-6,162,-374,119,100,0.036,-124,-337,-0.011,48,41,0.021,185,90,-9,201,-93,-15,332.514,-14756,5712,22015,10710,-1071,23919,-11067,-1785,-2.604,-11160,-22940,1116,1860,7585,3690,-369,8241,-3813,-615,16650,-1665,37185,-17205,-2775,-810,18090,-8370,-1350,-1809,837,135,-18693,-3015,135,56,1,1,152.1,225
"515",515,5,7,-2,0.0920000000000001,23.37,14.69,-2,2,628,283,193,422,0.003,75,191,0.015,167,171,0.0579999999999999,247,109,84,12,23,-13,343.3053,14475,32231,47671,21037,16212,2316,4439,-2509,4.34999999999999,8175,18525,6300,-975,42237,18639,14364,2052,3933,-2223,26923,20748,2964,5681,-3211,9156,1308,2507,-1417,1008,1932,-1092,276,-156,-1092,23,1,25,102.83,169
"516",516,2,5,-3,0.108,-1.06,-0.52,0,-2,286,323,85,200,-0.001,3,39,-0.018,113,156,-0.001,233,30,121,116,218,-7,0.5512,255,9605,19805,2550,10285,9860,18530,-595,-0.003,90,699,363,-21,36348,4680,18876,18096,34008,-1092,6990,28193,27028,50794,-1631,3630,3480,6540,-210,14036,26378,-847,25288,-812,-847,-2,0,4,-2.6,49
"517",517,-2,5,-7,0.185,14.58,5.56,4,-6,281,-29,144,13,0.07,-7,-133,0.058,0,-9,0.00900000000000001,77,66,-24,94,-104,-9,81.0648,-1008,0,11088,9504,-3456,13536,-14976,-1296,-0.0630000000000001,-462,-539,168,63,-693,-594,216,-846,936,81,5082,-1848,7238,-8008,-693,-1584,6204,-6864,-594,-2256,2496,216,-9776,-846,216,13,1,4,27.8,81
"518",518,0,-1,1,-0.029,10.7,7.96,-4,4,-250,-334,-12,-64,0.00900000000000001,-78,-177,-0.023,-148,-228,0.022,-124,141,6,11,-32,-7,85.172,936,1776,1488,-1692,-72,-132,384,84,-1.716,-10998,9672,-468,546,28272,-32148,-1368,-2508,7296,1596,-17484,-744,-1364,3968,868,846,1551,-4512,-987,66,-192,-42,-352,-77,-42,-4,0,0,-7.96,49
"519",519,2,1,1,-0.017,11.84,10.62,-2,0,15,11,2,43,-0.00900000000000001,-21,7,-0.041,32,58,-0.014,200,69,9,47,138,-11,125.7408,-42,64,400,138,18,94,276,-22,0.294,-1449,-4200,-189,231,11600,4002,522,2726,8004,-638,13800,1800,9400,27600,-2200,621,3243,9522,-759,423,1242,-99,6486,-517,-99,10,1,4,10.62,121
"520",520,3,1,2,-0.0419999999999999,1.8,1.2,-2,0,449,462,232,484,0.01,-44,-159,0.02,29,48,-0.00800000000000001,271,112,74,110,25,-1,2.16,-10208,6728,62872,25984,17168,25520,5800,-232,0.352,-4928,-11924,-3256,44,13008,5376,3552,5280,1200,-48,30352,20054,29810,6775,-271,8288,12320,2800,-112,8140,1850,-74,2750,-110,-74,4,1,9,1.2,1
"521",521,1,11,-10,0.282,24.01,12.02,4,-4,237,-124,136,211,0.02,117,262,0.036,-152,-136,-0.079,-5,161,96,84,-49,-15,288.6002,15912,-20672,-680,21896,13056,11424,-6664,-2040,-9.243,18837,-585,11232,-1755,680,-21896,-13056,-11424,6664,2040,-805,-480,-420,245,75,15456,13524,-7889,-2415,8064,-4704,-1440,-4116,-1260,-1440,20,1,1,132.22,225
"522",522,0,-5,5,-0.143,5.73,7.8,-2,4,205,263,15,210,-0.044,21,138,-0.047,154,223,-0.012,45,-40,107,12,15,-5,44.694,315,2310,675,-600,1605,180,225,-75,-0.252,-840,945,2247,-105,10035,-8920,23861,2676,3345,-1115,-1800,4815,540,675,-225,-4280,-480,-600,200,1284,1605,-535,180,-60,-535,1,1,0,-39,25
"523",523,6,16,-10,0.344,18.27,4.77,5,-5,497,-2,158,368,-0.004,7,72,-0.027,174,257,-0.00600000000000001,302,96,52,139,-85,-13,87.1479,1106,27492,47716,15168,8216,21962,-13430,-2054,-0.0420000000000001,672,2114,364,-91,77614,24672,13364,35723,-21845,-3341,28992,15704,41978,-25670,-3926,4992,13344,-8160,-1248,7228,-4420,-676,-11815,-1807,-676,11,1,36,76.32,169
"524",524,3,7,-4,0.13,18.41,14.6,0,0,270,132,82,276,-0.022,-25,-6,-0.04,131,194,-0.00600000000000001,321,75,-53,-14,2,-13,268.786,-2050,10742,26322,6150,-4346,-1148,164,-1066,0.15,-1875,-8025,1325,325,62274,14550,-10282,-2716,388,-2522,24075,-17013,-4494,642,-4173,-3975,-1050,150,-975,742,-106,689,-28,182,689,15,1,9,102.2,169
"525",525,7,10,-3,0.139,16.85,10.73,1,1,815,564,303,645,-0.001,22,159,-0.058,187,326,-0.0579999999999999,288,217,185,19,51,-11,180.8005,6666,56661,87264,65751,56055,5757,15453,-3333,-1.276,4774,6336,4070,-242,93888,70742,60310,6194,16626,-3586,62496,53280,5472,14688,-3168,40145,4123,11067,-2387,3515,9435,-2035,969,-209,-2035,19,1,49,107.3,121
"526",526,5,13,-8,0.259,30.01,12.72,-2,0,922,363,321,592,0.019,101,219,0.035,179,158,0.073,222,219,100,42,-67,-15,381.7272,32421,57459,71262,70299,32100,13482,-21507,-4815,7.373,22119,22422,10100,-1515,35076,34602,15800,6636,-10586,-2370,48618,22200,9324,-14874,-3330,21900,9198,-14673,-3285,4200,-6700,-1500,-2814,-630,-1500,43,1,25,165.36,225
"527",527,-2,-5,3,-0.104,4.43,7.24,-6,6,-503,-416,-229,-539,0.014,32,18,0.045,-77,-150,0.0369999999999999,-249,-94,-115,16,-23,-1,32.0732,-7328,17633,57021,21526,26335,-3664,5267,229,1.184,-3008,-7968,-3680,-32,37350,14100,17250,-2400,3450,150,23406,28635,-3984,5727,249,10810,-1504,2162,94,-1840,2645,115,-368,-16,115,-2,0,4,-36.2,1
"528",528,1,7,-6,0.176,20.36,13.41,0,0,500,248,125,-50,0.073,61,152,0.014,189,254,0.026,72,128,17,46,44,-13,273.0276,7625,23625,9000,16000,2125,5750,5500,-1625,1.586,7808,4392,1037,-793,18288,32512,4318,11684,11176,-3302,9216,1224,3312,3168,-936,2176,5888,5632,-1664,782,748,-221,2024,-598,-221,28,1,1,93.87,169
"529",529,1,2,-1,0.039,0.18,-0.27,-1,1,165,143,-9,-46,0.005,98,123,0.069,85,40,0.072,-93,-108,41,-42,-21,-1,-0.0486,-882,-765,837,972,-369,378,189,9,7.056,-10584,-9114,4018,-98,-3720,-4320,1640,-1680,-840,-40,10044,-3813,3906,1953,93,-4428,4536,2268,108,-1722,-861,-41,882,42,-41,2,1,1,-0.54,1
"530",530,2,8,-6,0.185,18,10.48,1,-3,130,-63,96,130,0.016,30,50,0.021,-92,-97,-0.0329999999999999,143,204,-41,8,-41,-15,188.64,2880,-8832,13728,19584,-3936,768,-3936,-1440,-0.989999999999997,6120,4290,-1230,-450,-13871,-19788,3977,-776,3977,1455,29172,-5863,1144,-5863,-2145,-8364,1632,-8364,-3060,-328,1681,615,-328,-120,615,10,1,4,83.84,225
"531",531,3,4,-1,0.0539999999999999,10.81,4.93,-3,3,265,54,148,379,-0.012,27,76,0.001,-58,-31,-0.05,131,134,119,93,29,-7,53.2933,3996,-8584,19388,19832,17612,13764,4292,-1036,-1.35,3618,3537,3213,-189,-4061,-4154,-3689,-2883,-899,217,17554,15589,12183,3799,-917,15946,12462,3886,-938,11067,3451,-833,2697,-651,-833,5,1,9,19.72,49
"532",532,6,4,2,-0.013,16.14,12.69,-2,4,947,930,324,482,0.049,79,182,0.029,220,345,-0.004,379,266,96,94,199,-11,204.8166,25596,71280,122796,86184,31104,30456,64476,-3564,-0.316,21014,29941,7584,-869,130755,91770,33120,32430,68655,-3795,100814,36384,35626,75421,-4169,25536,25004,52934,-2926,9024,19104,-1056,18706,-1034,-1056,15,1,36,50.76,121
"533",533,2,1,1,-0.01,3.51,0.899999999999999,0,-2,343,264,135,291,0.003,-22,-9,-0.034,95,186,-0.0469999999999999,223,-18,-57,-14,-35,-3,3.159,-2970,12825,30105,-2430,-7695,-1890,-4725,-405,1.034,396,-4906,1254,66,41478,-3348,-10602,-2604,-6510,-558,-4014,-12711,-3122,-7805,-669,1026,252,630,54,798,1995,171,490,42,171,14,1,4,0.899999999999999,9
"534",534,1,2,-1,0.037,10.94,7.84,-1,1,202,85,101,95,0.029,40,55,0.03,-40,-73,0.019,-1,72,35,-45,9,-5,85.7696,4040,-4040,-101,7272,3535,-4545,909,-505,0.76,2880,-40,1400,-200,73,-5256,-2555,3285,-657,365,-72,-35,45,-9,5,2520,-3240,648,-360,-1575,315,-175,-405,225,-175,1,1,1,15.68,25
"535",535,-2,1,-3,0.0670000000000001,2.2,-1.78,4,-2,-40,-148,-32,-331,0.059,9,-112,0.094,15,22,-0.003,-161,-2,-109,-79,-29,-3,-3.916,-288,-480,5152,64,3488,2528,928,96,-0.027,-18,-1449,-981,-27,-3542,-44,-2398,-1738,-638,-66,322,17549,12719,4669,483,218,158,58,6,8611,3161,327,2291,237,327,-13,0,4,-1.78,9
"536",536,-1,3,-4,0.106,0.709999999999999,-3.08,3,-5,-108,-226,-78,-165,0,30,107,-0.018,18,-16,0.043,10,-42,-46,62,27,-7,-2.1868,-2340,-1404,-780,3276,3588,-4836,-2106,546,1.29,-1260,300,-1380,-210,-160,672,736,-992,-432,112,-420,-460,620,270,-70,1932,-2604,-1134,294,-2852,-1242,322,1674,-434,322,-13,0,1,-9.24,49
"537",537,6,6,0,0.039,17.5,14.21,0,4,854,669,239,579,-0.014,17,86,-0.022,359,405,0.105,403,130,124,49,83,-11,248.675,4063,85801,96317,31070,29636,11711,19837,-2629,1.785,2210,6851,2108,-187,163215,52650,50220,19845,33615,-4455,52390,49972,19747,33449,-4433,16120,6370,10790,-1430,6076,10292,-1364,4067,-539,-1364,13,1,36,85.26,121
"538",538,-6,-2,-4,0.0710000000000001,8.66,5.24,-1,-1,55,-10,24,-194,0.058,-54,-184,0.00900000000000001,61,75,0.01,-5,-107,-62,58,38,-9,45.3784,-1296,1464,-120,-2568,-1488,1392,912,-216,-0.54,5778,270,3348,486,-375,-8025,-4650,4350,2850,-675,535,310,-290,-190,45,6634,-6206,-4066,963,-3596,-2356,558,2204,-522,558,-15,0,36,-10.48,81
"539",539,-1,3,-4,0.104,7.68,3.57,5,-3,73,-48,87,78,0.025,-150,-386,-0.024,49,82,-0.01,53,11,9,-176,-2,-9,27.4176,-13050,4263,4611,957,783,-15312,-174,-783,1.5,-1650,-7950,-1350,1350,4346,902,738,-14432,-164,-738,583,477,-9328,-106,-477,99,-1936,-22,-99,-1584,-18,-81,352,1584,-81,13,1,1,10.71,81
"540",540,0,-4,4,-0.114,11.41,6.58,-1,3,182,13,55,95,0.00800000000000001,41,124,0.001,31,-10,0.0499999999999999,12,45,6,35,-55,-5,75.0778,2255,1705,660,2475,330,1925,-3025,-275,2.05,1845,492,246,-205,-120,-450,-60,-350,550,50,540,72,420,-660,-60,270,1575,-2475,-225,210,-330,-30,-1925,-175,-30,-8,0,0,-26.32,25
"541",541,2,4,-2,0.0740000000000001,13.31,7.81,1,-1,91,-97,-14,-53,0.00600000000000001,-78,-228,0.014,197,294,-0.003,262,-39,-60,85,58,-9,103.9511,1092,-2758,-3668,546,840,-1190,-812,126,0.234,3042,-20436,4680,702,77028,-11466,-17640,24990,17052,-2646,-10218,-15720,22270,15196,-2358,2340,-3315,-2262,351,-5100,-3480,540,4930,-765,540,18,1,4,31.24,81
"542",542,3,3,0,0.02,14.26,11.4,-3,3,155,78,84,77,0.024,-32,-113,0.015,19,4,0.022,161,-165,-20,157,49,-11,162.564,-2688,1596,13524,-13860,-1680,13188,4116,-924,-0.704,5280,-5152,640,352,644,-660,-80,628,196,-44,-26565,-3220,25277,7889,-1771,3300,-25905,-8085,1815,-3140,-980,220,7693,-1727,220,9,1,9,34.2,121
"543",543,2,9,-7,0.215,6.93,-4.16,4,-4,537,134,135,114,0.039,89,52,0.104,178,152,0.0870000000000001,67,88,64,32,-6,-3,-28.8288,12015,24030,9045,11880,8640,4320,-810,-405,7.74300000000001,7832,5963,5696,-267,10184,13376,9728,4864,-912,-456,5896,4288,2144,-402,-201,5632,2816,-528,-264,2048,-384,-192,-192,-96,-192,7,1,4,-37.44,9
"544",544,5,7,-2,0.08,1.71,3.12,3,-1,127,127,-46,32,-0.032,59,175,-0.001,160,152,0.0649999999999999,48,-24,-21,-34,21,-7,5.3352,-2714,-7360,-2208,1104,966,1564,-966,322,3.83499999999999,-1416,2832,-1239,-413,7296,-3648,-3192,-5168,3192,-1064,-1152,-1008,-1632,1008,-336,504,816,-504,168,714,-441,147,-714,238,147,18,1,25,21.84,49
"545",545,-2,-2,0,-0.02,-1.68,1.54,-1,1,-277,-187,-75,-226,0.013,-42,-70,-0.026,-85,-60,-0.0629999999999999,-22,-69,-70,-9,48,-3,-2.5872,3150,6375,1650,5175,5250,675,-3600,225,2.646,2898,924,2940,126,1320,4140,4200,540,-2880,180,1518,1540,198,-1056,66,4830,621,-3312,207,630,-3360,210,-432,27,210,-8,0,4,-3.08,9
